ACSSF DC040000000001     11                                                                                                                                                       04000US11                               District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ACSSF DC040010000002     11                                                                                                                                U                      04001US11                               District of Columbia -- Urban                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC040A00000003     11                                                                                                                                                       040A0US11                               District of Columbia -- In metropolitan or micropolitan statistical area                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ACSSF DC040C00000004     11                                                              1                                                                                        040C0US11                               District of Columbia -- In metropolitan statistical area                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ACSSF DC040C10000005     11                                                              1                                                                  Y                     040C1US11                               District of Columbia -- In metropolitan statistical area -- in principal city                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC050000000006     11001                                                                                                                                                    05000US11001                            District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF DC060000000007     1100150000                                                                                                                                               06000US1100150000                       Washington city, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF DC070000000008     110015000050000                                                                                                                                          07000US110015000050000                  Washington city, Washington city, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
ACSSF DC140000000193     11001          000501                                                                                                                                    14000US11001000501                      Census Tract 5.01, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC140000000194     11001          000502                                                                                                                                    14000US11001000502                      Census Tract 5.02, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC140000000195     11001          000600                                                                                                                                    14000US11001000600                      Census Tract 6, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF DC140000000196     11001          000701                                                                                                                                    14000US11001000701                      Census Tract 7.01, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC140000000197     11001          000702                                                                                                                                    14000US11001000702                      Census Tract 7.02, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC140000000198     11001          000801                                                                                                                                    14000US11001000801                      Census Tract 8.01, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC140000000199     11001          000802                                                                                                                                    14000US11001000802                      Census Tract 8.02, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC140000000200     11001          000901                                                                                                                                    14000US11001000901                      Census Tract 9.01, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC140000000201     11001          000902                                                                                                                                    14000US11001000902                      Census Tract 9.02, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC140000000202     11001          001001                                                                                                                                    14000US11001001001                      Census Tract 10.01, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF DC140000000203     11001          001002                                                                                                                                    14000US11001001002                      Census Tract 10.02, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF DC140000000204     11001          001100                                                                                                                                    14000US11001001100                      Census Tract 11, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF DC140000000205     11001          001200                                                                                                                                    14000US11001001200                      Census Tract 12, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF DC140000000206     11001          001301                                                                                                                                    14000US11001001301                      Census Tract 13.01, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF DC140000000207     11001          001302                                                                                                                                    14000US11001001302                      Census Tract 13.02, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF DC140000000208     11001          001401                                                                                                                                    14000US11001001401                      Census Tract 14.01, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF DC140000000209     11001          001402                                                                                                                                    14000US11001001402                      Census Tract 14.02, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF DC140000000210     11001          001500                                                                                                                                    14000US11001001500                      Census Tract 15, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF DC140000000211     11001          001600                                                                                                                                    14000US11001001600                      Census Tract 16, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF DC140000000212     11001          001702                                                                                                                                    14000US11001001702                      Census Tract 17.02, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF DC140000000213     11001          001803                                                                                                                                    14000US11001001803                      Census Tract 18.03, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF DC140000000214     11001          001804                                                                                                                                    14000US11001001804                      Census Tract 18.04, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF DC140000000215     11001          001901                                                                                                                                    14000US11001001901                      Census Tract 19.01, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF DC140000000216     11001          001902                                                                                                                                    14000US11001001902                      Census Tract 19.02, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF DC140000000217     11001          002001                                                                                                                                    14000US11001002001                      Census Tract 20.01, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF DC140000000218     11001          002002                                                                                                                                    14000US11001002002                      Census Tract 20.02, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF DC140000000219     11001          002101                                                                                                                                    14000US11001002101                      Census Tract 21.01, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF DC140000000220     11001          002102                                                                                                                                    14000US11001002102                      Census Tract 21.02, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF DC140000000221     11001          002201                                                                                                                                    14000US11001002201                      Census Tract 22.01, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF DC140000000222     11001          002202                                                                                                                                    14000US11001002202                      Census Tract 22.02, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF DC140000000223     11001          002301                                                                                                                                    14000US11001002301                      Census Tract 23.01, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF DC140000000224     11001          002302                                                                                                                                    14000US11001002302                      Census Tract 23.02, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF DC140000000225     11001          002400                                                                                                                                    14000US11001002400                      Census Tract 24, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF DC140000000226     11001          002501                                                                                                                                    14000US11001002501                      Census Tract 25.01, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF DC140000000227     11001          002502                                                                                                                                    14000US11001002502                      Census Tract 25.02, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF DC140000000228     11001          002600                                                                                                                                    14000US11001002600                      Census Tract 26, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
